Destination Type,Destination,Month,Climate,Activities,Travel Companions,Special Requirement ,Duration,Plan
Upcountry,Ella,December,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Adventure Travel,Special meal arrangements,5,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls | Day 2 - Train journeys, Tea plantation visits, Explore Nine Arch bridge | Day 3 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls | Day 4 - Train journeys, Tea plantation visits, Explore Nine Arch bridge | Day 5 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Historical,Sigiriya,January,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,Eco-friendly accommodation,5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,February,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Road map, GPS rental",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,March,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Budget Friendly Stay, Public Transport",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,April,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,Vegetarian meal options,5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,May,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Private tour guide, spa booking",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,June,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,Eco-friendly accommodation,5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,July,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Road map, GPS rental",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,August,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Budget Friendly Stay, Public Transport",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,September,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Adventure Travel,"Road map, GPS rental",5,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari | Day 2 - Village tours, Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress | Day 3 - Hiking Pidurangala Rock, Wildlife safari, Village tours | Day 4 - Explore Dambulla cave temple, Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock | Day 5 - Wildlife safari, Village tours, Explore Dambulla cave temple"
Historical,Sigiriya,October,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Adventure Travel,"Private tour guide, spa booking",5,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours | Day 2 - Explore Dambulla cave temple, Cultural tours., Climbing Sigiriya Rock Fortress | Day 3 - Wildlife safari, Village tours, Explore Dambulla cave temple | Day 4 - Cultural tours., Climbing Sigiriya Rock Fortress, Wildlife safari | Day 5 - Village tours, Explore Dambulla cave temple, Cultural tours."
Historical,Sigiriya,November,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Adventure Travel,Eco-friendly accommodation,5,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours | Day 2 - Explore Dambulla cave temple, Cultural tours., Climbing Sigiriya Rock Fortress | Day 3 - Wildlife safari, Village tours, Explore Dambulla cave temple | Day 4 - Cultural tours., Climbing Sigiriya Rock Fortress, Wildlife safari | Day 5 - Village tours, Explore Dambulla cave temple, Cultural tours."
Historical,Sigiriya,December,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Adventure Travel,Special meal arrangements,5,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours | Day 2 - Explore Dambulla cave temple, Cultural tours., Climbing Sigiriya Rock Fortress | Day 3 - Wildlife safari, Village tours, Explore Dambulla cave temple | Day 4 - Cultural tours., Climbing Sigiriya Rock Fortress, Wildlife safari | Day 5 - Village tours, Explore Dambulla cave temple, Cultural tours."
Beachside,Galle,January,Sunny,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,Private beachfront dining,5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Galle,February,Sunny,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,"Private villa, surfing lessons, ",5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Galle,March,Sunny,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,"Private tour guide, spa booking",5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Galle,April,Sunny,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,Eco-friendly accommodation,5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Galle,May,Cloudy,"Surfing, Snorkeling, Diving, Beach Hopping, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,"Budget Friendly Stay, Public Transport",5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Cycling Tours, Kayaking | Day 3 - Explore Galle fort, Surfing, Snorkeling | Day 4 - Diving, Beach Hopping, Cycling Tours | Day 5 - Kayaking, Explore Galle fort, Surfing"
Beachside,Galle,June,Rainy,"Explore Galle fort, Tea plantation visits, Diving",Adventure Travel,Private beachfront dining,5,"Day 1 - Explore Galle fort, Tea plantation visits, Diving | Day 2 - Explore Galle fort, Tea plantation visits, Diving | Day 3 - Explore Galle fort, Tea plantation visits, Diving | Day 4 - Explore Galle fort, Tea plantation visits, Diving | Day 5 - Explore Galle fort, Tea plantation visits, Diving"
Beachside,Galle,July,Rainy,"Explore Galle fort, Tea plantation visits, Diving",Adventure Travel,"Private villa, surfing lessons, ",5,"Day 1 - Explore Galle fort, Tea plantation visits, Diving | Day 2 - Explore Galle fort, Tea plantation visits, Diving | Day 3 - Explore Galle fort, Tea plantation visits, Diving | Day 4 - Explore Galle fort, Tea plantation visits, Diving | Day 5 - Explore Galle fort, Tea plantation visits, Diving"
Beachside,Galle,August,Rainy,"Explore Galle fort, Tea plantation visits, Diving",Adventure Travel,"Private tour guide, spa booking",5,"Day 1 - Explore Galle fort, Tea plantation visits, Diving | Day 2 - Explore Galle fort, Tea plantation visits, Diving | Day 3 - Explore Galle fort, Tea plantation visits, Diving | Day 4 - Explore Galle fort, Tea plantation visits, Diving | Day 5 - Explore Galle fort, Tea plantation visits, Diving"
Beachside,Galle,September,Cloudy,"Surfing, Snorkeling, Diving, Beach Hopping, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,"Private villa, surfing lessons, ",5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Cycling Tours, Kayaking | Day 3 - Explore Galle fort, Surfing, Snorkeling | Day 4 - Diving, Beach Hopping, Cycling Tours | Day 5 - Kayaking, Explore Galle fort, Surfing"
Beachside,Galle,October,Rainy,"Explore Galle fort, Tea plantation visits, Diving",Adventure Travel,Special meal arrangements,5,"Day 1 - Explore Galle fort, Tea plantation visits, Diving | Day 2 - Explore Galle fort, Tea plantation visits, Diving | Day 3 - Explore Galle fort, Tea plantation visits, Diving | Day 4 - Explore Galle fort, Tea plantation visits, Diving | Day 5 - Explore Galle fort, Tea plantation visits, Diving"
Beachside,Galle,November,Cloudy,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,Vegetarian meal options,5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Galle,December,Cloudy,"Surfing, Snorkeling, Diving, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Adventure Travel,"Budget Friendly Stay, Public Transport",5,"Day 1 - Surfing, Snorkeling, Diving | Day 2 - Beach Hopping, Whale watching, Cycling Tours | Day 3 - Kayaking, Explore Galle fort, Surfing | Day 4 - Snorkeling, Diving, Beach Hopping | Day 5 - Whale watching, Cycling Tours, Kayaking"
Beachside,Trincomalee,January,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Birdwatching",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,February,Cloudy,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,Private beachfront dining,1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,March,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Private villa, surfing lessons",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,April,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,May,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,June,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Private villa, surfing lessons",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,July,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Private villa, surfing lessons",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,August,Sunny,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,September,Cloudy,"Snorkeling, Diving, Swimming, Sunbathing, Kayaking, Birdwatching, Pigeon island",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Snorkeling, Diving, Swimming"
Beachside,Trincomalee,October,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Birdwatching",Beach/Resort Travel,Special meal arrangements,1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,November,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Birdwatching",Beach/Resort Travel,Vegetarian meal options,1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,December,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Birdwatching",Beach/Resort Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Upcountry,Nuwara Eliya,January,Cloudy,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,February,Cloudy,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,March,Sunny,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,April,Sunny,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,May,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Beach/Resort Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,June,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,July,Cloudy,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,August,Cloudy,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,September,Cloudy,"Horse Riding, Visiting waterfalls, Tea plantation visit, Golfing, Botanical Exploration, Strawberry farm visits ",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Horse Riding, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,October,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,November,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,December,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Beach/Resort Travel,Special meal arrangements,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Beachside,Mirissa,January,Cloudy,"Whale watching,  Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,Private beachfront dining,1,"Day 1 - Whale watching,  Beach Hopping, Visit coconut tree hill"
Beachside,Mirissa,February,Sunny,"Whale watching,  Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Private villa, surfing lessons, ",1,"Day 1 - Whale watching,  Beach Hopping, Visit coconut tree hill"
Beachside,Mirissa,March,Sunny,"Whale watching,  Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Whale watching,  Beach Hopping, Visit coconut tree hill"
Beachside,Mirissa,April,Sunny,"Whale watching,  Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Whale watching,  Beach Hopping, Visit coconut tree hill"
Beachside,Mirissa,May,Cloudy,"Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,June,Cloudy,"Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,Private beachfront dining,1,"Day 1 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,July,Sunny,"Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Private villa, surfing lessons, ",1,"Day 1 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,August,Sunny,"Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,September,Cloudy,"Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Private villa, surfing lessons, ",1,"Day 1 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,October,Rainy,"Tea plantation visits, Visit temples, Village tours, Visit Dondra lighthouse, Visit Dutch fort",Beach/Resort Travel,Special meal arrangements,1,"Day 1 - Tea plantation visits, Visit temples, Village tours"
Beachside,Mirissa,November,Rainy,"Tea plantation visits, Visit temples, Village tours, Visit Dondra lighthouse, Visit Dutch fort",Beach/Resort Travel,Vegetarian meal options,1,"Day 1 - Tea plantation visits, Visit temples, Village tours"
Beachside,Mirissa,December,Cloudy,"Whale watching, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Whale watching, Beach Hopping, Visit coconut tree hill"
Beachside,Jaffna,January,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Beach/Resort Travel,Private beachfront dining,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,February,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Bird watching, Visit jaffna fort",Beach/Resort Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,March,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Bird watching, Visit jaffna fort",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,April,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Beach/Resort Travel,Vegetarian meal options,1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,May,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,June,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,July,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,August,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,September,Cloudy,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort, Food stops",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,October,Cloudy,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort, Food stops",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,November,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,December,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Beach/Resort Travel,Special meal arrangements,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Upcountry,Ella,January,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,February,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,March,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,April,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,Vegetarian meal options,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,May,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,June,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,July,Sunny,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,August,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,September,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Road map, GPS rental",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,October,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Beach/Resort Travel,"Private tour guide, spa booking",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
